序号,标题,接口名称,测试URL,"deviceId
(设备信息：ios=token android=uuid(设备唯一Id)","deviceId
(设备信息：ios=token android=uuid(设备唯一Id)","platformVersion
(平台版本)","appVersion
（app版本号）",mobile,"bizKey
（业务参数）",if_token,预期返回包含的内容
101,将一批朋友添加至同一分组--单人加入,communicate/addNewMembersToTag,http://172.28.6.113:8080/communicate/addNewMembersToTag,863637027549372,android,19,3.0,13581535754,"{""friendTagId"":""14"",""feedIdRelationList"":[""c_336440""]}",yes,"""result"":""success"",""data"":.*""friendTagId"":""14"".*""code"":""0"""
102,通过friendTagId获取关系列表-同事,communicate/obtainMembersInTag,http://172.28.6.113:8080/communicate/obtainMembersInTag,863637027549372,iOS,8.2,3.0,13581535754,"{""friendTagId"":""13""}",yes,"""result"":""success"",""data"":.*""code"":""0"""
103,通过friendTagId获取关系列表-朋友,communicate/obtainMembersInTag,http://172.28.6.113:8080/communicate/obtainMembersInTag,863637027549372,android,19,3.0,13581535754,"{""friendTagId"":""14""}",yes,"""result"":""success"",""data"":.*""code"":""0"""
104,通过friendTagId获取关系列表-friendTagId为空,communicate/obtainMembersInTag,http://172.28.6.113:8080/communicate/obtainMembersInTag,863637027549372,iOS,8.2,3.0,13581535754,"{""friendTagId"":""""}",yes,"""code"":""6000"""
105-1,将朋友添加到分组 必须是当前好友的所有分组,communicate/addFriendRelationToTags,http://172.28.6.113:8080/communicate/addFriendRelationToTags,863637027549372,android,19,3.0,13581535754,"{""friendTagIdList"":[12,13,14],""feedId"":""c_300156"",""friendFeedId"":""c_333326"",""tagNameList"":[""亲朋"",""同事"",""朋友""]}",yes,"""result"":""success"",""data"":.*""code"":""0"""
105,将朋友添加到分组 必须是当前好友的所有分组-非所有分组,communicate/addFriendRelationToTags,http://172.28.6.113:8080/communicate/addFriendRelationToTags,863637027549372,iOS,8.2,3.0,13581535754,"{""friendTagIdList"":[13,14],""feedId"":""c_300156"",""friendFeedId"":""c_333326"",""tagNameList"":[""同事"",""朋友""]}",yes,"""code"":""6000"""
106,将朋友添加到分组 必须是当前好友的所有分组-tagNameList为空,communicate/addFriendRelationToTags,http://172.28.6.113:8080/communicate/addFriendRelationToTags,863637027549372,android,19,3.0,13581535754,"{""friendTagIdList"":[12,13,14],""feedId"":""c_300156"",""friendFeedId"":""c_333326"",""tagNameList"":[]}",yes,"""code"":""6000"""
107,将朋友添加到分组 必须是当前好友的所有分组-friendTagIdList为空,communicate/addFriendRelationToTags,http://172.28.6.113:8080/communicate/addFriendRelationToTags,863637027549372,iOS,8.2,3.0,13581535754,"{""friendTagIdList"":[],""feedId"":""c_300156"",""friendFeedId"":""c_333326"",""tagNameList"":[""亲朋"",""同事"",""朋友""]}",yes,"""code"":""6000"""
108,删除标签关系,communicate/deleteFriendTagRelation,http://172.28.6.113:8080/communicate/deleteFriendTagRelation,863637027549372,android,19,3.0,13581535754,"{""friendTagId"":""13"",""feedId"":""c_300156"",""friendFeedId"":""c_333326""}",yes,"""result"":""success"",""data"":.*""code"":""0"""
109,删除标签关系-错误的tagId,communicate/deleteFriendTagRelation,http://172.28.6.113:8080/communicate/deleteFriendTagRelation,863637027549372,android,19,3.0,13581535754,"{""friendTagId"":""17"",""feedId"":""c_300156"",""friendFeedId"":""c_333326""}",yes,"""code"":""6000"""
110,删除标签关系-friendTagId为空,communicate/deleteFriendTagRelation,http://172.28.6.113:8080/communicate/deleteFriendTagRelation,863637027549372,android,19,3.0,13581535754,"{""friendTagId"":"""",""feedId"":""c_300156"",""friendFeedId"":""c_333326""}",yes,"""code"":""6000"""
